,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blue_top_lane_first_tower,blue_mid_lane_first_tower,blue_bot_lane_first_tower,red_top_lane_first_tower,red_mid_lane_first_tower,red_bot_lane_first_tower,blue_earth_dragon,blue_air_dragon,blue_fire_dragon,blue_water_dragon,blue_elder_dragon,red_earth_dragon,red_air_dragon,red_fire_dragon,red_water_dragon,red_elder_dragon
14801,0,15376,2316,35,7.0,233,48,0,3,4,5,38,2,0,0,0,0,0,0,0,0,0,0,15891,3941,34,6.8,248,54,0,4,3,3,178,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14802,1,16929,3794,35,7.0,230,56,0,7,6,5,98,3,0,0,0,0,0,0,0,0,0,0,15656,3656,35,7.0,199,52,0,6,7,7,12,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14803,1,17189,4314,34,6.8,166,42,0,9,6,13,130,2,0,0,0,0,0,0,0,1,1,0,16451,4376,35,7.0,227,47,0,6,9,6,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14804,0,17287,3177,34,6.8,222,55,0,6,6,7,20,8,0,0,0,0,0,0,0,0,0,0,16350,4080,33,6.6,197,48,0,6,6,8,16,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14805,0,16331,2706,34,6.8,176,21,0,9,11,5,39,6,0,0,0,0,0,0,0,0,0,1,18402,3202,36,7.2,225,40,0,11,9,12,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14806,1,18338,6178,35,7.0,215,36,0,10,8,12,23,4,0,0,0,0,0,0,0,1,1,1,16910,4060,34,6.8,202,59,0,8,10,5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14807,0,16275,1525,33,6.6,210,40,0,4,7,7,16,3,0,0,0,0,0,0,0,0,0,1,16767,4117,35,7.0,227,38,0,7,4,14,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14808,1,15921,2271,34,6.8,173,47,0,7,7,7,22,4,0,0,0,0,0,0,0,0,0,1,16854,2044,34,6.8,218,49,0,7,7,7,19,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14809,0,15896,2166,35,7.0,259,63,0,3,4,3,42,4,0,0,0,0,0,0,0,0,0,0,15749,2429,36,7.2,216,56,0,4,3,4,22,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14810,0,13750,1075,32,6.4,199,48,0,2,9,1,15,2,0,0,0,0,0,0,0,0,0,0,18268,4718,37,7.4,236,64,0,9,2,14,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14811,0,14660,2365,33,6.6,215,46,0,3,4,3,16,2,0,0,0,0,0,0,0,1,1,0,15871,2761,36,7.2,244,57,0,4,3,4,15,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14812,0,17348,3226,33,6.6,193,49,0,8,10,16,19,1,0,0,0,0,0,0,0,0,0,0,17179,1779,33,6.6,186,48,0,10,8,12,18,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14813,0,15554,1144,35,7.0,203,56,0,5,10,4,14,3,0,0,0,0,0,0,0,1,1,0,18122,2922,37,7.4,214,56,0,10,5,11,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14814,1,17287,3397,35,7.0,193,53,0,9,3,11,20,4,0,0,0,0,0,0,0,0,0,1,14531,3296,31,6.2,213,26,0,3,9,3,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14815,0,16157,2877,35,7.0,214,58,0,5,6,5,40,4,0,0,0,0,0,0,0,1,1,0,16435,3490,34,6.8,201,47,0,6,5,5,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14816,1,16788,1938,36,7.2,246,48,0,6,8,5,22,5,0,0,0,0,0,0,0,1,1,0,16474,3039,35,7.0,195,47,0,8,6,5,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14817,1,18752,2882,34,6.8,231,34,0,13,5,19,20,6,0,0,0,0,0,0,0,1,1,0,15945,4545,31,6.2,183,49,0,5,13,5,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14818,1,16899,4519,35,7.0,248,72,0,3,2,0,17,4,1,0,1,0,1,0,0,1,1,1,15062,3252,34,6.8,250,45,0,2,3,2,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14819,1,17419,4336,36,7.2,234,32,0,8,10,8,39,3,0,0,0,0,0,0,0,0,0,0,17460,2840,34,6.8,212,48,0,10,8,8,54,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14820,0,14975,1825,32,6.4,179,48,0,5,10,5,21,1,0,0,0,0,0,0,0,0,0,0,18128,3368,33,6.6,203,37,0,10,5,12,15,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14821,1,18536,4411,37,7.4,236,52,0,9,6,8,11,5,0,0,0,0,0,0,0,1,1,1,16896,1521,34,6.8,193,53,0,6,9,7,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14822,0,14389,1019,35,7.0,223,68,0,1,7,0,13,3,0,0,0,0,0,0,0,0,0,1,18759,3464,36,7.2,272,53,0,7,1,12,15,3,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14823,1,16977,4027,36,7.2,213,56,0,7,5,10,14,6,0,0,0,0,0,0,0,1,1,0,16300,2600,35,7.0,228,60,0,5,7,6,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14824,0,16243,3068,36,7.2,254,80,0,4,7,1,19,3,0,0,0,0,0,0,0,0,0,1,16334,2274,36,7.2,215,64,0,7,4,8,63,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14825,0,17206,1770,34,6.8,215,65,0,9,7,10,34,2,0,0,0,0,0,0,0,0,0,0,16120,3940,33,6.6,182,49,0,7,9,6,15,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14826,0,15101,2046,34,6.8,214,57,0,3,11,5,35,5,0,0,0,0,0,0,0,0,0,0,18916,5776,36,7.2,261,59,0,11,3,15,17,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14827,0,16259,4784,34,6.8,232,48,0,6,5,8,13,3,0,0,0,0,0,0,0,1,1,0,16941,2891,35,7.0,238,63,0,5,6,8,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14828,0,18561,5326,33,6.6,223,62,0,8,14,12,18,4,1,0,1,0,1,0,0,0,0,1,21753,4968,38,7.6,256,53,0,14,8,20,22,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14829,1,17149,1429,35,7.0,230,42,0,7,8,9,15,5,0,0,0,0,0,0,0,0,0,1,17808,3078,35,7.0,212,45,0,8,7,13,18,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14830,1,17496,4991,38,7.6,245,55,0,8,2,5,16,2,0,0,0,0,0,0,0,0,0,0,15169,1534,35,7.0,222,55,0,2,8,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14831,1,16192,2822,35,7.0,252,59,0,5,6,6,17,4,0,0,0,0,0,0,0,0,0,0,16728,5313,36,7.2,213,52,0,6,5,3,18,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14832,0,17373,1653,35,7.0,211,47,0,9,11,8,12,1,0,0,0,0,0,0,0,0,0,0,19251,2731,37,7.4,237,48,0,11,9,8,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14833,0,14827,3337,30,6.0,182,40,0,3,16,3,32,5,0,0,0,0,0,0,0,0,0,0,20519,2919,36,7.2,209,57,0,16,3,26,17,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14834,1,18461,3831,33,6.6,197,40,0,13,7,18,23,5,0,0,0,0,0,0,0,1,1,0,18509,3259,33,6.6,208,67,0,7,13,5,17,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14835,1,15264,3149,33,6.6,204,44,0,5,9,9,22,3,0,0,0,0,0,0,0,0,0,0,17443,2578,33,6.6,216,55,0,9,5,7,12,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14836,1,17590,3135,36,7.2,250,55,0,6,5,4,38,5,0,0,0,0,0,0,0,0,0,1,16231,2381,34,6.8,217,48,0,5,6,4,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14837,0,14164,1979,32,6.4,220,40,0,3,8,5,17,2,0,0,0,0,0,0,0,0,0,0,17937,3677,37,7.4,251,68,0,8,3,6,41,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14838,0,15784,1879,33,6.6,195,56,0,5,17,4,13,2,0,0,0,0,0,0,0,0,0,0,21524,3479,37,7.4,240,35,0,17,5,21,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14839,1,17007,1457,35,7.0,254,40,0,7,5,6,16,4,0,0,0,0,0,0,0,1,1,0,15034,2784,32,6.4,168,52,0,5,7,9,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14840,1,18609,1729,35,7.0,251,38,0,12,5,8,20,3,0,0,0,0,0,0,0,0,0,0,16790,1905,35,7.0,219,72,0,5,12,4,38,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14841,1,20452,5892,37,7.4,216,41,0,13,7,12,15,3,0,0,0,0,0,0,0,0,0,0,15586,2386,32,6.4,174,36,0,7,13,7,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14842,1,19521,4001,37,7.4,182,43,0,15,3,16,21,2,0,0,0,0,0,0,0,0,0,0,14432,1057,33,6.6,208,54,0,3,15,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14843,0,16760,3660,34,6.8,218,44,0,7,7,8,17,2,0,0,0,0,0,0,0,0,0,0,17234,2609,35,7.0,233,56,0,7,7,6,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14844,1,15243,1823,34,6.8,242,64,0,2,7,3,14,2,0,0,0,0,0,0,0,0,0,0,18688,1498,36,7.2,253,40,0,7,2,6,27,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14845,0,15906,3066,33,6.6,217,46,0,6,11,6,18,1,0,0,0,0,0,0,0,0,0,0,18926,4211,36,7.2,229,56,0,11,6,12,22,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14846,1,15287,2712,33,6.6,210,60,0,2,5,2,20,3,0,0,0,0,0,0,0,0,0,0,16337,4217,34,6.8,247,47,0,5,2,7,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14847,1,16233,2843,34,6.8,237,39,0,6,9,9,16,8,0,0,0,0,0,0,0,0,0,0,17442,3252,36,7.2,198,43,0,9,6,12,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14848,0,16844,2009,36,7.2,186,50,0,9,5,15,37,5,0,0,0,0,0,0,0,1,1,1,15736,1136,32,6.4,210,48,0,5,9,5,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14849,0,15976,2141,33,6.6,198,48,0,5,17,9,13,3,0,0,0,0,0,0,0,0,0,0,22295,4900,36,7.2,216,44,0,17,5,21,22,2,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14850,1,19525,6275,34,6.8,210,42,0,13,14,11,20,6,0,0,0,0,0,0,0,0,0,1,19476,4336,35,7.0,226,48,0,14,13,20,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14851,0,15247,2422,33,6.6,227,37,0,3,10,3,16,4,0,0,0,0,0,0,0,0,0,0,18922,5072,37,7.4,238,60,0,10,3,11,19,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14852,0,14889,1514,35,7.0,223,50,0,2,6,3,23,5,0,0,0,0,0,0,0,1,1,0,17287,2442,37,7.4,234,82,0,6,2,12,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14853,1,17111,2256,35,7.0,237,55,0,6,0,11,24,6,0,0,0,0,0,0,0,0,0,1,13057,1192,33,6.6,215,40,0,0,6,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14854,0,15897,2507,34,6.8,230,52,0,5,10,5,23,11,0,0,0,0,0,0,0,1,1,0,18638,3798,37,7.4,251,67,0,10,5,8,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14855,1,15714,2814,35,7.0,232,57,0,3,5,5,15,5,0,0,0,0,0,0,0,0,0,0,15510,2885,34,6.8,194,51,0,5,3,7,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14856,0,14075,2115,34,6.8,212,48,0,2,7,1,16,3,0,0,0,0,0,0,0,0,0,0,17381,5606,38,7.6,239,60,0,7,2,10,23,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14857,1,17109,3369,36,7.2,196,52,0,6,5,5,22,5,0,0,0,0,0,0,0,0,0,0,15854,1329,35,7.0,217,48,0,5,6,8,19,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14858,1,21594,2269,36,7.2,244,64,0,12,5,10,13,2,1,0,2,1,0,1,0,1,1,0,15629,4304,33,6.6,168,54,0,5,12,7,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14859,0,19500,1860,36,7.2,265,53,0,11,3,9,17,8,1,0,1,0,1,0,0,0,0,1,14818,4043,31,6.2,185,59,0,3,11,2,19,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14860,1,17181,2161,34,6.8,206,46,0,7,9,11,21,6,0,0,0,0,0,0,0,0,0,0,17343,2133,35,7.0,184,39,0,9,7,13,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14861,1,19319,3259,37,7.4,232,67,0,10,6,14,17,3,0,0,0,0,0,0,0,1,1,0,16972,1347,34,6.8,233,40,0,6,10,8,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14862,1,15849,1699,31,6.2,198,41,0,7,12,4,16,4,0,0,0,0,0,0,0,0,0,0,18394,4669,35,7.0,188,41,0,12,7,13,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14863,1,17111,2616,36,7.2,241,52,0,8,5,7,15,6,0,0,0,0,0,0,0,1,1,0,16120,3095,35,7.0,225,42,0,5,8,8,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14864,1,17317,2542,35,7.0,243,30,0,8,5,10,23,9,0,0,0,0,0,0,0,1,1,0,15475,3980,34,6.8,220,38,0,5,8,5,18,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14865,0,14495,2645,35,7.0,258,45,0,1,8,1,16,4,0,0,0,0,0,0,0,0,0,0,17192,3542,36,7.2,226,43,0,8,1,10,17,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14866,1,17567,1794,35,7.0,250,53,0,7,6,6,14,6,0,0,0,0,0,0,0,0,0,1,15530,1230,33,6.6,200,46,0,6,7,9,23,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14867,0,15569,2759,32,6.4,212,34,0,5,7,4,18,4,0,0,0,0,0,0,0,0,0,0,16580,3770,33,6.6,225,37,0,7,5,10,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14868,0,15598,2053,34,6.8,219,53,0,3,9,3,15,3,0,0,0,0,0,0,0,0,0,0,17578,1818,35,7.0,226,48,0,9,3,13,13,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14869,0,16976,1351,34,6.8,228,41,0,7,9,9,20,7,0,0,0,0,0,0,0,0,0,0,18573,2848,35,7.0,240,36,0,9,7,11,19,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14870,0,14325,1055,33,6.6,250,48,0,2,8,0,12,6,0,0,0,0,0,0,0,0,0,0,17131,2986,37,7.4,241,49,0,8,2,7,15,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14871,0,17120,2330,36,7.2,233,60,0,7,7,12,19,5,0,0,0,0,0,0,0,0,0,0,17728,4513,37,7.4,262,48,0,7,7,9,62,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14872,0,14755,1875,33,6.6,233,53,0,2,8,2,18,3,0,0,0,0,0,0,0,0,0,0,16659,1084,34,6.8,192,51,0,8,2,16,15,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14873,1,17954,4114,35,7.0,218,55,0,9,6,13,13,3,0,0,0,0,0,0,0,0,0,1,15929,2564,32,6.4,208,37,0,6,9,6,20,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14874,1,15082,3437,34,6.8,233,42,0,3,7,1,15,1,0,0,0,0,0,0,0,0,0,0,15387,5132,35,7.0,191,40,0,7,3,8,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14875,1,14986,3351,35,7.0,261,60,0,1,1,1,18,8,0,0,0,0,0,0,0,1,1,0,14933,2693,35,7.0,265,44,0,1,1,1,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14876,1,14882,3477,35,7.0,215,47,0,4,3,5,17,3,0,0,0,0,0,0,0,0,0,0,15918,4398,35,7.0,258,58,0,3,4,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14877,1,17172,3522,36,7.2,261,67,0,6,1,7,27,2,0,0,0,0,0,0,0,1,1,0,14712,3797,33,6.6,254,40,0,1,6,1,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14878,1,18274,3474,37,7.4,248,43,0,9,3,12,46,9,0,0,0,0,0,0,0,0,0,1,15176,2611,36,7.2,236,59,0,3,9,2,41,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14879,0,15892,2257,34,6.8,238,53,0,5,8,3,14,5,0,0,0,0,0,0,0,0,0,1,17686,1996,35,7.0,227,49,0,8,5,11,21,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14880,0,15892,1607,36,7.2,240,51,0,4,5,2,15,4,0,0,0,0,0,0,0,0,0,0,16095,1770,36,7.2,252,63,0,5,4,5,63,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14881,0,17939,2844,35,7.0,228,41,0,9,9,6,17,2,0,0,0,0,0,0,0,1,1,1,17042,2377,34,6.8,200,41,0,9,9,13,63,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14882,0,15706,4221,35,7.0,234,64,0,3,6,4,23,11,0,0,0,0,0,0,0,1,1,1,16719,2924,36,7.2,234,48,0,6,3,6,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14883,0,16292,1772,33,6.6,243,26,0,6,4,10,19,3,0,0,0,0,0,0,0,0,0,0,14678,1108,33,6.6,222,37,0,4,6,5,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14884,1,18310,6380,35,7.0,186,52,0,10,4,16,18,2,0,0,0,0,0,0,0,1,1,0,14760,1250,34,6.8,191,39,0,4,10,5,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14885,0,15034,2134,35,7.0,199,44,0,4,9,5,17,6,0,0,0,0,0,0,0,0,0,0,18371,3146,36,7.2,234,53,0,9,4,8,19,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14886,1,20467,2392,38,7.6,272,50,0,13,3,21,45,11,0,0,0,0,0,0,0,1,1,0,14031,1981,31,6.2,192,52,0,3,13,4,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14887,1,15933,2483,34,6.8,205,60,0,5,2,5,14,3,0,0,0,0,0,0,0,1,1,1,14063,2313,32,6.4,204,34,0,2,5,3,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14888,1,16617,5872,35,7.0,215,48,0,6,3,7,14,3,0,0,0,0,0,0,0,0,0,0,15704,734,35,7.0,248,58,0,3,6,4,16,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14889,0,15145,3545,34,6.8,244,55,0,2,3,4,28,8,0,0,0,0,0,0,0,0,0,0,14278,3443,34,6.8,196,48,0,3,2,4,19,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14890,0,17377,3802,36,7.2,241,51,0,8,2,8,20,7,0,0,0,0,0,0,0,0,0,1,14312,3342,34,6.8,229,48,0,2,8,2,18,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14891,1,20842,5332,37,7.4,202,50,0,16,6,23,19,3,0,0,0,0,0,0,0,1,1,1,15933,2141,34,6.8,210,28,0,6,16,9,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14892,1,16537,2512,35,7.0,228,48,0,7,3,6,16,4,0,0,0,0,0,0,0,1,1,1,15075,4103,33,6.6,204,57,0,3,7,6,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14893,0,16123,3971,34,6.8,251,50,0,4,7,4,17,1,0,0,0,0,0,0,0,0,0,1,17378,2558,33,6.6,221,50,0,7,4,10,15,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14894,0,16882,2272,34,6.8,200,39,0,8,13,9,40,4,0,0,0,0,0,0,0,0,0,0,19349,3064,36,7.2,205,55,0,13,8,21,80,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14895,0,15374,1799,35,7.0,252,60,0,2,3,1,18,5,0,0,0,0,0,0,0,0,0,1,15714,2914,35,7.0,225,58,0,3,2,5,18,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14896,1,18520,3955,37,7.4,234,63,0,8,7,12,35,1,0,0,0,0,0,0,0,0,0,0,17104,2154,35,7.0,220,52,0,7,8,15,32,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14897,0,14652,3402,32,6.4,214,36,0,4,8,6,16,3,0,0,0,0,0,0,0,1,1,0,17674,3984,34,6.8,224,47,0,8,4,11,15,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14898,0,14082,1912,31,6.2,190,52,0,3,14,2,14,4,0,0,0,0,0,0,0,0,0,0,18681,2513,33,6.6,175,53,0,14,3,21,44,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14899,0,15727,4252,34,6.8,215,59,0,4,9,5,23,5,0,0,0,0,0,0,0,1,1,0,17897,2812,37,7.4,235,48,0,9,4,10,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14900,0,14772,1605,33,6.6,229,46,0,2,4,3,17,1,0,0,0,0,0,0,0,0,0,0,17140,4490,35,7.0,251,67,0,4,2,3,19,2,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14901,1,21744,3619,39,7.8,252,55,0,16,1,14,15,6,1,0,1,0,0,1,0,0,0,0,11900,1995,26,5.2,120,31,0,1,16,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
